Name,Year,Votes,NumBallots,p,YoB,PosSummary,position,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,all.star,drugs,rookie,gold.gloves,mvp,cy.young
Rich Dauer,1991,0,443,0,1,*45/D3,2B,8,12,10,12.4,12.6,12.5,54.4,1140,3829,448,984,43,372,6,297,0.257,0.31,0.343,0.653,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Pat Zachry,1991,0,443,0,1,1,P,10,6,10,9.9,10.1,10,57.9,293,318,9,36,0,6,0,14,0.113,0.15,0.113,0.263,-25,69,67,3.52,102,1.395,293,154,3,1177.1,1147,88,495,669,1,0,1,0,0,0
Al Bumbry,1991,0,443,0,1,*8*7D9,CF,28,15,14,22.3,20.5,21.4,54.8,1496,5053,778,1422,54,402,254,471,0.281,0.343,0.378,0.721,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
Art Howe,1991,0,443,0,1,*543/6,3B,0,5,11,13,13.5,13.3,53.4,891,2626,268,682,43,293,10,275,0.26,0.329,0.379,0.708,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Geoff Zahn,1991,0,443,0,1,*1,P,5,7,13,18.4,19.6,19,57.9,304,43,3,6,0,1,0,0,0.14,0.14,0.14,0.279,-22,111,109,3.74,107,1.354,304,270,1,1849,1978,149,526,705,0,0,0,0,0,0
Jim Palmer,1990,411,444,0.925675676,1,*1/D,P,192,56,19,64.4,45.2,54.8,57.9,576,489,52,85,3,41,1,16,0.174,0.2,0.215,0.414,18,268,152,2.86,125,1.18,558,521,4,3948,3349,303,1311,2212,6,0,0,4,0,3
Joe Morgan,1990,363,444,0.817567568,1,*4/7D58,2B,172,56,22,97.1,58.1,77.6,54.4,2649,9277,1650,2517,268,1133,689,1865,0.271,0.392,0.427,0.819,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,5,2,0
Gaylord Perry,1990,320,444,0.720720721,2,*1,P,177,57,22,84.5,49.6,67,57.9,787,1076,48,141,6,47,0,22,0.131,0.153,0.164,0.316,-10,314,265,3.11,117,1.181,777,690,11,5350,4938,399,1379,3534,5,0,0,0,0,2
Fergie Jenkins,1990,296,444,0.666666667,2,*1,P,132,53,19,79.4,49.1,64.3,57.9,665,896,54,148,13,85,0,41,0.165,0.2,0.252,0.452,23,284,226,3.34,115,1.142,664,594,7,4500.2,4142,484,997,3192,3,0,0,0,0,0
Jim Bunning,1990,257,444,0.578828829,14,*1,P,98,42,17,55.8,47,51.4,57.9,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,7,0,0,0,0,0
Orlando Cepeda,1990,211,444,0.475225225,11,*37D/95,1B,126,37,17,46.1,32.2,39.2,51.5,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,1,0
Tony Oliva,1990,142,444,0.31981982,9,*9*D8/7,RF,114,29,15,39.7,36.5,38.1,55.4,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,1,0,0
Bill Mazeroski,1990,131,444,0.295045045,13,*4/5,2B,71,16,17,32.3,23.9,28.1,54.4,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,8,0,0
Harvey Kuenn,1990,107,444,0.240990991,14,*6*7*9853,SS,100,27,15,22.8,20.4,21.6,52.1,1833,6913,951,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,0,0
Ron Santo,1990,96,444,0.216216216,7,*5D4/673,3B,88,41,15,66.6,52.1,59.4,53.4,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,5,0,0
Maury Wills,1990,95,444,0.213963964,13,*6*5/4,SS,104,29,14,37.5,28.8,33.2,52.1,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,2,1,0
Jim Kaat,1990,79,444,0.177927928,2,*1/D,P,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,3,0,0,16,0,0
Ken Boyer,1990,78,444,0.175675676,11,*5836,3B,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,1,0
Dick Allen,1990,58,444,0.130630631,7,*3*57/4D68,1B,99,39,15,55.6,43.8,49.7,53.4,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Joe Torre,1990,55,444,0.123873874,8,*2*3*5/7,C,96,40,18,54.2,35.2,44.7,40.7,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,1,1,0
Minnie Minoso,1990,51,444,0.114864865,6,*7598/3D6,LF,87,35,17,47.5,38,42.7,50.7,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,3,0,0
Roy Face,1990,50,444,0.112612613,15,*1,P,56,11,16,19,17,18,32.3,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,193,1375,1347,141,362,877,3,0,0,0,0,0
Luis Tiant,1990,42,444,0.094594595,3,*1,P,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,3,0,0,0,0,0
Vada Pinson,1990,36,444,0.081081081,9,*8*97/3D,CF,95,36,18,50.2,38.1,44.1,54.8,2469,9645,1366,2757,256,1170,305,574,0.286,0.327,0.442,0.769,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0
Curt Flood,1990,35,444,0.078828829,9,*8/5749,CF,59,16,15,39.8,31.5,35.6,54.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,7,0,0
Thurman Munson,1990,33,444,0.074324324,10,*2D/9375,C,90,29,11,43.3,35.1,39.2,40.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,3,1,0
Bobby Bonds,1990,30,444,0.067567568,4,*98D7,RF,66,36,14,55.7,40,47.8,55.4,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0
Mickey Lolich,1990,27,444,0.060810811,6,*1,P,98,37,16,44,35.7,39.9,57.9,592,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,11,3638.1,3366,347,1099,2832,3,0,0,0,0,0
Sparky Lyle,1990,25,444,0.056306306,3,*1,P,78,18,16,21.8,18.3,20,32.3,899,78,8,15,0,4,1,5,0.192,0.241,0.218,0.459,31,99,76,2.88,128,1.275,899,0,238,1390.1,1292,84,481,873,3,0,0,0,0,1
Tug McGraw,1990,6,444,0.013513514,1,*1,P,49,12,19,20.5,19.7,20.1,32.3,826,214,14,39,1,18,0,10,0.182,0.221,0.229,0.45,26,96,92,3.14,117,1.254,824,39,180,1514.2,1318,108,582,1109,2,0,0,0,0,0
Bucky Dent,1990,3,444,0.006756757,1,*6/45D,SS,23,14,12,15.1,15.6,15.4,52.1,1392,4512,451,1114,40,423,17,328,0.247,0.297,0.321,0.618,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0
Bob Watson,1990,3,444,0.006756757,1,*3*7D/29,1B,28,24,19,25.8,22.7,24.3,51.5,1832,6185,802,1826,184,989,27,653,0.295,0.364,0.447,0.811,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0
Mickey Rivers,1990,2,444,0.004504505,1,*8D79,CF,35,16,15,30.3,26,28.1,54.8,1468,5629,785,1660,61,499,267,266,0.295,0.327,0.397,0.724,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Rick Monday,1990,2,444,0.004504505,1,*8973,CF,15,21,19,30,21.2,25.6,54.8,1986,6136,950,1619,241,775,98,924,0.264,0.361,0.443,0.804,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0
Lou Piniella,1990,2,444,0.004504505,1,*79D/83,LF,20,14,18,9.3,14.2,11.7,50.7,1747,5867,651,1705,102,766,32,368,0.291,0.333,0.409,0.741,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
Jerry Remy,1990,1,444,0.002252252,1,*4/D596,2B,3,17,10,12.6,11.8,12.2,54.4,1154,4455,605,1226,7,329,208,356,0.275,0.327,0.328,0.656,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Jim Bibby,1990,1,444,0.002252252,1,*1/D,P,21,9,12,17.3,19.2,18.3,57.9,341,209,15,31,5,17,0,13,0.148,0.208,0.249,0.457,25,111,101,3.76,99,1.328,340,239,8,1722.2,1565,131,723,1079,1,0,0,0,0,0
Greg Luzinski,1990,1,444,0.002252252,1,*7*D3/9,LF,53,26,15,23.6,21,22.3,50.7,1821,6505,880,1795,307,1128,37,845,0.276,0.363,0.478,0.84,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Mike Torrez,1990,1,444,0.002252252,1,*1,P,37,18,18,19.7,18.5,19.1,57.9,499,412,24,64,0,15,1,10,0.155,0.179,0.18,0.359,0,185,160,3.96,98,1.45,494,458,0,3043.2,3043,223,1371,1404,0,0,0,0,0,0
John Stearns,1990,0,444,0,1,*23/57,C,12,6,11,18.5,18.3,18.4,40.7,810,2681,334,696,46,312,91,323,0.26,0.341,0.375,0.717,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Mike Caldwell,1990,0,444,0,1,*1,P,28,11,14,15.9,19.2,17.5,57.9,476,216,11,34,0,8,0,4,0.157,0.172,0.19,0.362,2,137,130,3.81,99,1.319,475,307,18,2408.2,2581,218,597,939,0,0,0,0,0,0
Champ Summers,1990,0,444,0,1,9D73/52,RF,0,10,11,2.7,4.1,3.4,55.4,698,1371,199,350,54,218,15,188,0.255,0.35,0.425,0.776,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Amos Otis,1990,0,444,0,1,*879/D5,CF,42,27,17,39.2,30.6,34.9,54.8,1998,7299,1092,2020,193,1007,341,757,0.277,0.343,0.425,0.768,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,3,0,0
Dick Tidrow,1990,0,444,0,1,*1,P,12,9,13,11.2,13.7,12.5,32.3,620,95,6,9,0,7,0,3,0.095,0.122,0.095,0.217,-37,100,94,3.68,102,1.308,620,138,55,1746.2,1705,163,579,975,0,0,0,0,0,0
Tony Scott,1990,0,444,0,1,*879,CF,0,2,11,3.3,5.7,4.5,54.8,991,2803,331,699,17,253,125,186,0.249,0.297,0.327,0.625,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Jose Morales,1990,0,444,0,1,D32/7,DH,5,9,12,-0.4,2,0.8,51.5,733,1305,126,375,26,207,0,89,0.287,0.332,0.408,0.741,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Ken Singleton,1990,0,444,0,1,*9*D7/8,RF,39,30,15,38.6,31.9,35.3,55.4,2082,7189,985,2029,246,1065,21,1263,0.282,0.388,0.436,0.824,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0
Paul Splittorff,1990,0,444,0,1,*1,P,24,16,15,20.1,17.3,18.7,57.9,430,121,12,22,0,4,0,7,0.182,0.233,0.207,0.439,30,166,143,3.81,101,1.34,429,392,1,2554.2,2644,192,780,1057,0,0,0,0,0,0
Roy Howell,1990,0,444,0,1,*5D/397,3B,6,10,11,9.1,10.4,9.7,53.4,1112,3791,422,991,80,454,9,318,0.261,0.321,0.389,0.71,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Johnny Bench,1989,431,447,0.964205817,1,*25379/8,C,214,45,17,72.3,45.9,59.1,40.7,2158,7658,1091,2048,389,1376,68,891,0.267,0.342,0.476,0.817,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,1,10,2,0
Carl Yastrzemski,1989,423,447,0.946308725,1,*7*3*D85/9,LF,215,60,23,90.1,53.1,71.6,50.7,3308,11988,1816,3419,452,1844,168,1845,0.285,0.379,0.462,0.841,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,7,1,0
Gaylord Perry,1989,304,447,0.680089485,1,*1,P,177,57,22,84.5,49.6,67,57.9,787,1076,48,141,6,47,0,22,0.131,0.153,0.164,0.316,-10,314,265,3.11,117,1.181,777,690,11,5350,4938,399,1379,3534,5,0,0,0,0,2
Jim Bunning,1989,283,447,0.63310962,13,*1,P,98,42,17,55.8,47,51.4,57.9,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,7,0,0,0,0,0
Fergie Jenkins,1989,234,447,0.523489933,1,*1,P,132,53,19,79.4,49.1,64.3,57.9,665,896,54,148,13,85,0,41,0.165,0.2,0.252,0.452,23,284,226,3.34,115,1.142,664,594,7,4500.2,4142,484,997,3192,3,0,0,0,0,0
Orlando Cepeda,1989,176,447,0.393736018,10,*37D/95,1B,126,37,17,46.1,32.2,39.2,51.5,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,1,0
Tony Oliva,1989,135,447,0.302013423,8,*9*D8/7,RF,114,29,15,39.7,36.5,38.1,55.4,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,1,0,0
Bill Mazeroski,1989,134,447,0.299776286,12,*4/5,2B,71,16,17,32.3,23.9,28.1,54.4,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,8,0,0
Harvey Kuenn,1989,115,447,0.257270694,13,*6*7*9853,SS,100,27,15,22.8,20.4,21.6,52.1,1833,6913,951,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,0,0
Maury Wills,1989,95,447,0.212527964,12,*6*5/4,SS,104,29,14,37.5,28.8,33.2,52.1,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,2,1,0
Jim Kaat,1989,87,447,0.194630872,1,*1/D,P,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,3,0,0,16,0,0
Ron Santo,1989,75,447,0.167785235,6,*5D4/673,3B,88,41,15,66.6,52.1,59.4,53.4,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,5,0,0
Ken Boyer,1989,62,447,0.138702461,10,*5836,3B,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,1,0
Minnie Minoso,1989,59,447,0.131991051,5,*7598/3D6,LF,87,35,17,47.5,38,42.7,50.7,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,3,0,0
Roy Face,1989,47,447,0.105145414,14,*1,P,56,11,16,19,17,18,32.3,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,193,1375,1347,141,362,877,3,0,0,0,0,0
Luis Tiant,1989,47,447,0.105145414,2,*1,P,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,3,0,0,0,0,0
Mickey Lolich,1989,47,447,0.105145414,5,*1,P,98,37,16,44,35.7,39.9,57.9,592,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,11,3638.1,3366,347,1099,2832,3,0,0,0,0,0
Joe Torre,1989,40,447,0.089485459,7,*2*3*5/7,C,96,40,18,54.2,35.2,44.7,40.7,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,1,1,0
Dick Allen,1989,35,447,0.078299776,6,*3*57/4D68,1B,99,39,15,55.6,43.8,49.7,53.4,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Vada Pinson,1989,33,447,0.073825503,8,*8*97/3D,CF,95,36,18,50.2,38.1,44.1,54.8,2469,9645,1366,2757,256,1170,305,574,0.286,0.327,0.442,0.769,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0
Thurman Munson,1989,31,447,0.06935123,9,*2D/9375,C,90,29,11,43.3,35.1,39.2,40.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,3,1,0
Bobby Bonds,1989,29,447,0.064876957,3,*98D7,RF,66,36,14,55.7,40,47.8,55.4,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0
Curt Flood,1989,27,447,0.060402685,8,*8/5749,CF,59,16,15,39.8,31.5,35.6,54.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,7,0,0
Sparky Lyle,1989,25,447,0.055928412,2,*1,P,78,18,16,21.8,18.3,20,32.3,899,78,8,15,0,4,1,5,0.192,0.241,0.218,0.459,31,99,76,2.88,128,1.275,899,0,238,1390.1,1292,84,481,873,3,0,0,0,0,1
Bert Campaneris,1989,14,447,0.031319911,1,*6574/D83219,SS,76,27,19,49.2,34.7,41.9,52.1,2328,8684,1181,2249,79,646,649,618,0.259,0.311,0.342,0.653,89,0,0,9,56,3,1,0,0,1,1,0,2,1,6,0,0,0,0,0
Wilbur Wood,1989,14,447,0.031319911,6,*1,P,65,21,17,47.2,43.7,45.4,57.9,651,322,11,27,0,13,1,20,0.084,0.14,0.09,0.23,-33,164,156,3.24,114,1.232,651,297,57,2684,2582,209,724,1411,3,0,0,0,0,0
Manny Mota,1989,9,447,0.020134228,2,*789/542,LF,24,18,20,16.1,13.5,14.8,50.7,1536,3779,496,1149,31,438,50,289,0.304,0.355,0.389,0.744,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Bobby Murcer,1989,3,447,0.006711409,1,*9*8D756/4,RF,29,26,17,29,27.9,28.4,54.8,1908,6730,972,1862,252,1043,127,862,0.277,0.357,0.445,0.802,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,0,0
Gene Tenace,1989,1,447,0.002237136,1,*2*3/594D7,C,7,30,15,44.3,33,38.7,40.7,1555,4390,653,1060,201,674,36,984,0.241,0.388,0.429,0.817,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Don Money,1989,1,447,0.002237136,1,*54D637,3B,12,16,16,33.3,25.6,29.5,53.4,1720,6215,798,1623,176,729,80,600,0.261,0.328,0.406,0.734,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Terry Crowley,1989,0,447,0,1,D93/7,DH,0,7,15,1.6,3.1,2.4,55.4,865,1518,174,379,42,229,3,222,0.25,0.345,0.375,0.72,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Richie Zisk,1989,0,447,0,1,*9*D*7,RF,21,20,13,23.1,20.8,22,50.7,1453,5144,681,1477,207,792,8,533,0.287,0.353,0.466,0.818,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0
Rudy May,1989,0,447,0,1,*1,P,22,19,16,17.5,17.7,17.6,57.9,536,341,12,42,0,14,0,22,0.123,0.18,0.15,0.33,-4,152,156,3.46,102,1.248,535,360,12,2622,2314,199,958,1760,0,0,0,0,0,0
Joe Ferguson,1989,0,447,0,1,*29/73,C,5,25,14,19.7,17.7,18.7,40.7,1013,3001,407,719,122,445,22,562,0.24,0.358,0.409,0.767,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Bake McBride,1989,0,447,0,1,*9*8/D7,RF,16,18,11,21.2,21.5,21.3,55.4,1071,3853,548,1153,63,430,183,248,0.299,0.345,0.42,0.765,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
Woodie Fryman,1989,0,447,0,1,*1,P,8,13,18,14.9,16.7,15.8,57.9,625,609,22,84,2,25,1,14,0.138,0.158,0.158,0.316,-11,141,155,3.77,96,1.351,625,322,58,2411.1,2367,187,890,1587,2,0,0,0,0,0
Bill Robinson,1989,0,447,0,1,*7*9835,LF,11,10,16,6,9.4,7.7,50.7,1472,4364,536,1127,166,641,71,263,0.258,0.3,0.438,0.738,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
Cesar Geronimo,1989,0,447,0,1,*897/D,CF,20,8,15,11.7,12.6,12.1,54.8,1522,3780,460,977,51,392,82,354,0.258,0.325,0.368,0.693,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0,0
Jon Matlack,1989,0,447,0,1,*1,P,35,19,13,36.8,35.1,35.9,57.9,362,441,32,57,0,23,0,57,0.129,0.23,0.136,0.366,7,125,126,3.18,114,1.233,361,318,3,2363,2276,161,638,1516,3,0,1,0,0,0
Jim Barr,1989,0,447,0,1,*1,P,5,10,12,29,27.8,28.4,57.9,481,513,28,83,1,31,2,15,0.162,0.191,0.205,0.396,10,101,112,3.56,105,1.278,454,252,12,2065.1,2170,161,469,741,0,0,0,0,0,0
Dave Goltz,1989,0,447,0,1,*1/D,P,12,8,12,20.3,23.4,21.8,57.9,356,94,1,10,0,7,0,10,0.106,0.2,0.106,0.306,-10,113,109,3.69,105,1.348,353,264,8,2039.2,2104,149,646,1105,0,0,0,0,0,0
Willie Stargell,1988,352,427,0.824355972,1,*7*39/8,LF,106,44,21,54.2,36.7,45.4,50.7,2360,7927,1195,2232,475,1540,17,937,0.282,0.36,0.529,0.889,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,1,0
Jim Bunning,1988,317,427,0.742388759,12,*1,P,98,42,17,55.8,47,51.4,57.9,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,7,0,0,0,0,0
Tony Oliva,1988,202,427,0.473067916,7,*9*D8/7,RF,114,29,15,39.7,36.5,38.1,55.4,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,1,0,0
Orlando Cepeda,1988,199,427,0.466042155,9,*37D/95,1B,126,37,17,46.1,32.2,39.2,51.5,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,1,0
Roger Maris,1988,184,427,0.430913349,15,*98/7,RF,89,22,12,36.2,30.9,33.6,55.4,1463,5101,826,1325,275,850,21,652,0.26,0.345,0.476,0.822,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,2,0
Harvey Kuenn,1988,168,427,0.393442623,12,*6*7*9853,SS,100,27,15,22.8,20.4,21.6,52.1,1833,6913,951,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,0,0
Bill Mazeroski,1988,143,427,0.334894614,11,*4/5,2B,71,16,17,32.3,23.9,28.1,54.4,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,8,0,0
Luis Tiant,1988,132,427,0.309133489,1,*1,P,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,3,0,0,0,0,0
Maury Wills,1988,127,427,0.297423888,11,*6*5/4,SS,104,29,14,37.5,28.8,33.2,52.1,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,2,1,0
Ken Boyer,1988,109,427,0.255269321,9,*5836,3B,86,36,15,58.7,43.9,51.3,53.4,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,5,1,0
